Paiva;Kaynnistyksia;Mittauksia;Pienin asteminuutti;Kaynnissa kokonaisajasta (lammitys);Kaynnissa kokonaisajasta (vesi);Lisalampo paalla;Keskimenolampotila;Keskitulolampotila;Pienin kaivon tulolampo;Pienin kaivon menolampo;Keskiulkolampotila
2016-03;41;4318;-102.0;43.24;8.06;0;37.91;34.02;-0.1;-3.0;-1.77
