Paiva;Kaynnistyksia;Mittauksia;Pienin asteminuutti;Kaynnissa kokonaisajasta (lammitys);Kaynnissa kokonaisajasta (vesi);Lisalampo paalla;Keskimenolampotila;Keskitulolampotila;Pienin kaivon tulolampo;Pienin kaivon menolampo;Keskiulkolampotila
2016-02-21;9;833;-84.1;41.06;12.73;0;38.69;34.51;-0.1;-3.0;1.13
